"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent
Saint Kitts and Nevis,6596,0.0,47.0,0.0,6547.0,0.0,2.0,122441.0,872.0,126931.0,2356203.0,53871.0,North America
Turks and Caicos,6551,0.0,38.0,0.0,6491.0,0.0,22.0,164842.0,956.0,611527.0,15387811.0,39741.0,North America
Sao Tome and Principe,6281,0.0,77.0,0.0,6204.0,0.0,0.0,27587.0,338.0,29036.0,127530.0,227679.0,Africa
Palau,5989,0.0,9.0,0.0,5976.0,0.0,4.0,328470.0,494.0,69136.0,3791806.0,18233.0,Australia/Oceania
St. Barth,5439,0.0,6.0,0.0,,,,546908.0,603.0,78646.0,7908095.0,9945.0,North America
Nauru,5247,0.0,1.0,0.0,5075.0,0.0,171.0,481244.0,92.0,20509.0,1881042.0,10903.0,Australia/Oceania
Kiribati,5013,0.0,18.0,0.0,2703.0,0.0,2292.0,40618.0,146.0,0.0,0.0,123419.0,Australia/Oceania
Anguilla,3904,0.0,12.0,0.0,3879.0,0.0,13.0,256336.0,788.0,51382.0,3373736.0,15230.0,North America
Macao,3514,0.0,121.0,0.0,3391.0,0.0,2.0,5264.0,181.0,7850.0,11760.0,667490.0,Asia
Saint Pierre Miquelon,3452,0.0,2.0,0.0,2449.0,0.0,1001.0,599410.0,347.0,25400.0,4410488.0,5759.0,North America
Wallis and Futuna,3427,0.0,7.0,0.0,438.0,0.0,2982.0,312056.0,637.0,20508.0,1867419.0,10982.0,Australia/Oceania
Tuvalu,2805,0.0,0.0,0.0,0.0,0.0,2805.0,232471.0,0.0,0.0,0.0,12066.0,Australia/Oceania
Saint Helena,2166,0.0,0.0,0.0,2.0,0.0,2164.0,354211.0,0.0,0.0,0.0,6115.0,Africa
Falkland Islands,1930,0.0,0.0,0.0,1930.0,0.0,0.0,545352.0,0.0,8632.0,2439107.0,3539.0,South America
Montserrat,1403,0.0,8.0,0.0,1376.0,0.0,19.0,282578.0,1611.0,17762.0,3577442.0,4965.0,North America
Niue,790,0.0,0.0,0.0,784.0,1.0,6.0,487053.0,0.0,0.0,0.0,1622.0,Australia/Oceania
Diamond Princess,712,0.0,13.0,0.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Vatican City,29,0.0,0.0,0.0,29.0,0.0,0.0,36295.0,0.0,0.0,0.0,799.0,Europe
Western Sahara,10,0.0,1.0,0.0,9.0,0.0,0.0,16.0,2.0,0.0,0.0,626161.0,Africa
MS Zaandam,9,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tokelau,5,0.0,0.0,0.0,0.0,0.0,5.0,3628.0,0.0,0.0,0.0,1378.0,Australia/Oceania
